name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical;is_arcade;use_chds;savestate;source_file;first_emulator;first_emulator_date;last_emulator;last_emulator_date;players;buttons;coins;sound_channels;screens;display_type;display_rotate;screen_orientation;display_width;display_height;display_refresh;input_controls;monitor_type;chips_cpu;chips_cpu_details;chips_audio;chips_audio_details;driver_status;driver_emulation;driver_color;driver_sound;driver_graphic;driver_cocktail;driver_protection;dump_status;device_types;category;genre;serie;language;colors;has_device_refs;has_roms;has_disks;has_dip_switches;has_bios_sets;has_configs;has_ports;has_devices;has_slots;has_adjusters;has_soft_lists;has_ram_opts;has_cheats;nplayers;url_playonline;url_shortplays;url_shortplay_ms;game_rate;mature;on_top_score;on_bacheca_record;on_arcaworld;ranking;bestgame;alltime;cabinets;freeplay;short_title;
garyoret;"Garyo Retsuden (Japan)";"1987";"Data East Corporation";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"dataeast/dec8.cpp";"Mame 0.36b2";"1999-08-08";"Mame 0.254";"2023-04-27";2;2;3;1;1;RASTER;"0";HORIZONTAL;256;240;57.444853;"joystick (8-way)";"CRT 15kHz";"Hitachi HD6309E,MOS Technology 6502,Intel 8751";"maincpu Hitachi HD6309E @3 MHz, audiocpu MOS Technology 6502 @1.5 MHz, mcu Intel 8751 @8 MHz";"Speaker,YM2203 OPN,YM3526 OPL";"mono Speaker, ym1 YM2203 OPN @1.5 MHz, ym2 YM3526 OPL @3 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;BADDUMP;-;"Shooter / Walking";Shooter;-;Japanese;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=BvRnLQBF_Fg";-;0;NO;NO;NO;NO;Japanese;"50 to 60 (Not Good Enough)";-;-;NO;"Garyo Retsuden";
pc_gntlt;"Gauntlet (PlayChoice-10)";"1985";"Atari / Tengen (Nintendo of America license)";YES;"playch10";NO;-;-;YES;NO;NO;"playch10";NO;YES;NO;NO;"nintendo/playch10.cpp";"Mame 0.37b7 (0.43)";"2000-09-05";"Mame 0.254";"2023-04-27";2;2;2;1;2;RASTER;"0";HORIZONTAL;256;240;60.000000;"joystick (8-way)";"CRT 15kHz";"Zilog Z80,Ricoh RP2A03G";"maincpu Zilog Z80 @4 MHz, cart Ricoh RP2A03G @1.789772 MHz";"Ricoh RP2A03G,RP2A0X APU,Speaker";"cart Ricoh RP2A03G @1.789772 MHz, cart:nesapu RP2A0X APU @1.789772 MHz, mono Speaker";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Maze / Shooter Large";Maze;Gauntlet;English;-;YES;YES;NO;YES;YES;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=XSTgFffog7k";"https://www.youtube.com/watch?v=TY365yTFhcA";0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";-;-;NO;Gauntlet;
gauntlet;"Gauntlet (rev 14)";"1985";"Atari Games";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;atari/gauntlet.cpp;"Mame 0.30";"1998-01-08";"Mame 0.254";"2023-04-27";4;2;4;2;1;RASTER;"0";HORIZONTAL;336;240;59.922743;"joystick (8-way)";"CRT 15kHz";"Motorola MC68010,MOS Technology 6502,Atari C012294 POKEY";"maincpu Motorola MC68010 @7.15909 MHz, audiocpu MOS Technology 6502 @1.789772 MHz, pokey Atari C012294 POKEY @1.789772 MHz";"Speaker,YM2151 OPM,Atari C012294 POKEY,TMS5220C";"lspeaker Speaker, rspeaker Speaker, ymsnd YM2151 OPM @3.579545 MHz, pokey Atari C012294 POKEY @1.789772 MHz, tms TMS5220C @0.650826 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Maze / Shooter Large";Maze;Gauntlet;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"4P sim";https://archive.org/details/arcade_gauntlet;"https://www.youtube.com/watch?v=ByrGHUyYyw8";-;70;NO;NO;NO;NO;English;"70 to 80 (Good)";"1985";-;NO;Gauntlet;
gauntdl;"Gauntlet Dark Legacy (version DL 2.52)";"1999";"Midway Games";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;YES;YES;midway/vegas.cpp;"Mame 0.91u1";"2005-01-30";"Mame 0.254";"2023-04-27";4;3;4;2;1;RASTER;"0";HORIZONTAL;640;480;57.000000;"joystick (8-way),joystick (analog)";"CRT 31kHz";"MIPS R5000 (little),Analog Devices ADSP-2104";"maincpu MIPS R5000 (little) @250 MHz, dcs:dcs2 Analog Devices ADSP-2104 @16 MHz";"CD/DA,Speaker,DMA-driven DAC";"pci:05.0:ide:1:cdrom:cdda CD/DA @0.441 MHz, pci:05.0:ide2:1:cdrom:cdda CD/DA @0.441 MHz, dcs:lspeaker Speaker, dcs:rspeaker Speaker, dcs:dac1 DMA-driven DAC, dcs:dac2 DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;"harddisk,cdrom";"Maze / Shooter Large";Maze;Gauntlet;English;-;YES;YES;YES;YES;NO;NO;YES;YES;YES;NO;NO;NO;YES;"4P sim";-;"https://www.youtube.com/watch?v=dAm9q9FRVEc";-;80;NO;NO;NO;NO;English;"80 to 90 (Very Good)";-;-;NO;"Gauntlet Dark Legacy";
"gaunt2";"Gauntlet II";"1986";"Atari Games";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;atari/gauntlet.cpp;"Mame 0.30";"1998-01-08";"Mame 0.254";"2023-04-27";4;2;4;2;1;RASTER;"0";HORIZONTAL;336;240;59.922743;"joystick (8-way)";"CRT 15kHz";"Motorola MC68010,MOS Technology 6502,Atari C012294 POKEY";"maincpu Motorola MC68010 @7.15909 MHz, audiocpu MOS Technology 6502 @1.789772 MHz, pokey Atari C012294 POKEY @1.789772 MHz";"Speaker,YM2151 OPM,Atari C012294 POKEY,TMS5220C";"lspeaker Speaker, rspeaker Speaker, ymsnd YM2151 OPM @3.579545 MHz, pokey Atari C012294 POKEY @1.789772 MHz, tms TMS5220C @0.650826 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Maze / Shooter Large";Maze;Gauntlet;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"4P sim";"https://archive.org/details/arcade_gaunt2";"https://www.youtube.com/watch?v=tB22B3Z0j24";-;70;NO;NO;NO;NO;English;"70 to 80 (Good)";-;-;NO;"Gauntlet II";
gauntleg;"Gauntlet Legends (version 1.6)";"1998";"Atari Games";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;YES;YES;midway/vegas.cpp;"Mame 0.91u1";"2005-01-30";"Mame 0.254";"2023-04-27";4;3;4;2;1;RASTER;"0";HORIZONTAL;640;480;57.000000;"joystick (8-way),joystick (analog)";"CRT 31kHz";"MIPS R5000 (little),Analog Devices ADSP-2104";"maincpu MIPS R5000 (little) @250 MHz, dcs:dcs2 Analog Devices ADSP-2104 @16 MHz";"CD/DA,Speaker,DMA-driven DAC";"pci:05.0:ide:1:cdrom:cdda CD/DA @0.441 MHz, pci:05.0:ide2:1:cdrom:cdda CD/DA @0.441 MHz, dcs:lspeaker Speaker, dcs:rspeaker Speaker, dcs:dac1 DMA-driven DAC, dcs:dac2 DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;"harddisk,cdrom";"Maze / Shooter Large";Maze;Gauntlet;English;-;YES;YES;YES;YES;NO;NO;YES;YES;YES;NO;NO;NO;YES;"4P sim";-;"https://www.youtube.com/watch?v=Hmf1PFM0aRE";-;80;NO;NO;NO;NO;English;"80 to 90 (Very Good)";-;-;NO;"Gauntlet Legends";
geebee;"Gee Bee (Japan)";"1978";Namco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;namco/warpwarp.cpp;"Mame 0.36b15";"2000-01-21";"Mame 0.254";"2023-04-27";2;1;2;1;1;RASTER;"90";VERTICAL;272;224;60.606061;paddle;"CRT 15kHz";"Intel 8080";"maincpu Intel 8080 @2.48 MHz";"Speaker,Gee Bee Custom Sound";"mono Speaker, geebee_custom Gee Bee Custom Sound @18.432 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Ball & Paddle / Breakout";"Ball & Paddle";"Gee Bee";Japanese;"Black & White";YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;"https://www.youtube.com/watch?v=VN-uIZ7V0lY";-;0;NO;NO;NO;NO;"Black & White";"30 to 40 (Amendable)";"197x";"29043;29031";NO;"Gee Bee";
gekiridn;"Gekirindan (Ver 2.3O 1995/09/21)";"1995";"Taito Corporation";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"taito/taito_f3.cpp";"Mame 0.141u1";"2011-01-24";"Mame 0.254";"2023-04-27";4;4;4;2;1;RASTER;"270";VERTICAL;320;232;58.970000;"joystick (8-way),dial";"CRT 15kHz";"Motorola MC68EC020,Motorola MC68000,ES5510";"maincpu Motorola MC68EC020 @16 MHz, taito_en:audiocpu Motorola MC68000 @15.23809 MHz, taito_en:esp ES5510 @10 MHz";"Speaker,Taito Ensoniq Sound System,Ensoniq 5505/5506 to 5510 interface,Ensoniq ES5505";"lspeaker Speaker, rspeaker Speaker, taito_en Taito Ensoniq Sound System, taito_en:pump Ensoniq 5505/5506 to 5510 interface @0.29761 MHz, taito_en:ensoniq Ensoniq ES5505 @15.23809 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Flying Vertical";Shooter;-;English;-;YES;YES;NO;NO;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=u5jxr1-WkNA";-;0;NO;NO;NO;NO;English;"80 to 90 (Very Good)";"1995";-;NO;Gekirindan;
gekisou;"Gekisou (Japan)";"1985";"Eastern Corp.";YES;-;NO;-;equites;YES;NO;NO;-;NO;YES;NO;YES;alpha/equites.cpp;"Mame 0.103";"2005-12-30";"Mame 0.254";"2023-04-27";2;3;2;1;1;RASTER;"90";VERTICAL;256;208;60.000000;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Hitachi HD44801,Intel 8085A";"maincpu Motorola MC68000 @3 MHz, alpha_8201:mcu Hitachi HD44801 @0.5 MHz, sound_board:audiocpu Intel 8085A @6.144 MHz";"Speaker,MSM5232,AY-3-8910A PSG,6-Bit R-2R DAC,Samples";"sound_board:speaker Speaker, sound_board:msm MSM5232 @6.144 MHz, sound_board:aysnd AY-3-8910A PSG @1.536 MHz, sound_board:dac1 6-Bit R-2R DAC, sound_board:dac2 6-Bit R-2R DAC, sound_board:samples Samples";IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;BADDUMP;-;"Driving / Race";Driving;-;Japanese;-;YES;YES;NO;NO;NO;NO;YES;NO;NO;YES;NO;NO;YES;"2P alt";-;"https://www.youtube.com/watch?v=cTcC087661M";-;0;NO;NO;NO;NO;Japanese;"70 to 80 (Good)";-;-;NO;Gekisou;
gjspace;"Gekitoride-Jong Space (10011 Ver.A)";"2001";"Namco / Metro";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos10.cpp";"Mame 0.104u4";"2006-03-02";"Mame 0.254";"2023-04-27";2;3;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8606BQ";"maincpu Sony CXD8606BQ @101.4912 MHz";"Speaker,PlayStation SPU,CD/DA";"lspeaker Speaker, rspeaker Speaker, spu PlayStation SPU @50.7456 MHz, ata:0:cdrom:cdda CD/DA @0.441 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;GOOD;cdrom;"MultiGame / Compilation";MultiGame;-;English;-;YES;YES;NO;YES;NO;NO;YES;YES;NO;NO;NO;NO;YES;???;-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Gekitoride-Jong Space";
gekpurya;"Gekitou Pro Yakyuu Mizushima Shinji All Stars vs. Pro Yakyuu (Rev C) (GDT-0008C)";"2003";"Sega / Wow Entertainment";YES;triforce;NO;-;-;YES;NO;NO;triforce;NO;YES;YES;NO;sega/triforce.cpp;"Mame 0.130u2";"2009-03-28";"Mame 0.254";"2023-04-27";1;0;0;0;1;RASTER;"0";HORIZONTAL;640;480;60.000000;-;"CRT 31kHz";"IBM PowerPC 603,Hitachi SH-4 (little),Microchip PIC16C622";"maincpu IBM PowerPC 603 @64 MHz, rom_board:dimmcpu Hitachi SH-4 (little) @200 MHz, rom_board:pic Microchip PIC16C622 @20 MHz";CD/DA;"rom_board:pci:01.0:ide:0:gdrom:cdda CD/DA @0.441 MHz";PRELIMINARY;PRELIMINARY;GOOD;PRELIMINARY;GOOD;GOOD;GOOD;GOOD;cdrom;"Sports / Baseball";Sports;-;English;-;YES;YES;YES;NO;YES;YES;YES;YES;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Gekitou Pro Yakyuu Mizushima Shinji All Stars vs. Pro Yakyuu";
gemcrush;"Gemcrush (Japan, prototype)";"1996";"Star Fish";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;misc/dfruit.cpp;"Mame 0.211";"2019-06-26";"Mame 0.254";"2023-04-27";1;1;2;1;1;RASTER;"270";VERTICAL;320;224;60.000000;"joystick (8-way)";"CRT 15kHz";"Taito TC0091LVC";"maincpu Taito TC0091LVC @7 MHz";"Speaker,YM2203 OPN";"mono Speaker, opn YM2203 OPN @3.5 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;PRELIMINARY;GOOD;GOOD;-;"Ball & Paddle / Breakout";"Ball & Paddle";-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"1P";-;-;-;0;YES;NO;NO;NO;English;"60 to 70 (Passable)";-;-;NO;Gemcrush;
gemini;"Gemini Wing (World)";"1987";Tecmo;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;tecmo/tecmo.cpp;"Mame 0.31";"1998-04-25";"Mame 0.254";"2023-04-27";2;2;2;1;1;RASTER;"90";VERTICAL;256;224;59.185606;"joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @8 MHz, soundcpu Zilog Z80 @4 MHz";"Speaker,YM3812 OPL2,OKI MSM5205 ADPCM";"mono Speaker, ymsnd YM3812 OPL2 @4 MHz, msm OKI MSM5205 ADPCM @0.4 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Flying Vertical";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=-Ji_eKS4GHM";-;100;NO;NO;NO;YES;English;"50 to 60 (Not Good Enough)";"1987";-;NO;"Gemini Wing";
genix;"Genix Family";"1994";NIX;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;nix/pirates.cpp;"Mame 0.71u2";"2003-07-12";"Mame 0.254";"2023-04-27";2;3;2;1;1;RASTER;"0";HORIZONTAL;288;224;60.000000;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000";"maincpu Motorola MC68000 @16 MHz";"Speaker,OKI MSM6295 ADPCM";"mono Speaker, oki OKI MSM6295 ADPCM @1.333333 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / 3rd Person";Shooter;-;English;-;YES;YES;NO;NO;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=iVxtrMPXpoM";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";"1994";-;NO;"Genix Family";
genpeitd;"Genpei ToumaDen";"1986";Namco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"namco/namcos86.cpp";"Mame 0.35b13";"1999-05-24";"Mame 0.254";"2023-04-27";2;2;2;1;1;RASTER;"0";HORIZONTAL;288;224;60.606061;"joystick (8-way)";"CRT 15kHz";"Motorola MC6809E,Hitachi HD63701V0";"cpu1 Motorola MC6809E @1.536 MHz, cpu2 Motorola MC6809E @1.536 MHz, mcu Hitachi HD63701V0 @6.144 MHz";"Speaker,YM2151 OPM,Namco CUS30,Namco 63701X";"mono Speaker, ymsnd YM2151 OPM @3.57958 MHz, namco Namco CUS30 @0.24 MHz, namco2 Namco 63701X @6 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Platform / Fighter Scrolling";Platform;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";https://archive.org/details/arcade_genpeitd;"https://www.youtube.com/watch?v=rewNoAXzl6g";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";-;"29043;29031";NO;"Genpei ToumaDen";
getaway;"Get A Way (upright)";"1979";Universal;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;universal/getaway.cpp;"Mame 0.228";"2021-01-27";"Mame 0.254";"2023-04-27";1;0;1;0;1;RASTER;"270";VERTICAL;248;240;60.000000;"paddle,pedal";"CRT 15kHz";"Texas Instruments TMS9900";"maincpu Texas Instruments TMS9900 @3 MHz";-;-;PRELIMINARY;GOOD;GOOD;PRELIMINARY;IMPERFECT;GOOD;GOOD;GOOD;-;"Driving / Race";Driving;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"1P";-;-;-;0;NO;NO;NO;NO;English;"60 to 70 (Passable)";-;-;NO;"Get A Way";
denseib;"Ghost Chaser Densei (SNES bootleg, set 1)";"1996";bootleg;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;nintendo/snesb.cpp;"Mame 0.136u3";"2010-02-14";"Mame 0.254";"2023-04-27";2;6;2;2;1;RASTER;"0";HORIZONTAL;512;225;60.098476;"joystick (8-way)";"CRT 15kHz";"Ricoh 5A22,Nintendo/Sony S-SMP";"maincpu Ricoh 5A22 @21.48 MHz, soundcpu Nintendo/Sony S-SMP @2.48 MHz";"Speaker,Nintendo/Sony S-DSP";"lspeaker Speaker, rspeaker Speaker, s_dsp Nintendo/Sony S-DSP @2.48 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;GOOD;-;"Fighter / 2.5D";Fighter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=ZYQKZ_yiHmQ";-;0;NO;NO;NO;NO;English;"30 to 40 (Amendable)";-;-;NO;"Ghost Chaser Densei";
ghoshunt;"Ghost Hunter";"1996";"Hanaho Games";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;misc/tickee.cpp;"Mame 0.93";"2005-02-27";"Mame 0.254";"2023-04-27";2;1;2;1;1;RASTER;"0";HORIZONTAL;320;200;69.202045;lightgun;"CRT 15kHz";"Texas Instruments TMS34010";"maincpu Texas Instruments TMS34010 @40 MHz";"Speaker,YM2149 SSG";"mono Speaker, ym1 YM2149 SSG @1.789772 MHz, ym2 YM2149 SSG @1.789772 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Gun";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=ZIxaa3EBa5w";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";-;-;NO;"Ghost Hunter";
gpilots;"Ghost Pilots (NGM-020 ~ NGH-020)";"1991";SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO;YES;NO;YES;neogeo/neogeo.cpp;"Mame 0.34b2";"1998-08-30";"Mame 0.254";"2023-04-27";2;4;2;2;1;RASTER;"0";HORIZONTAL;320;224;59.185606;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Zilog Z80";"maincpu Motorola MC68000 @12 MHz, audiocpu Zilog Z80 @4 MHz";"YM2610 OPNB,Speaker";"ymsnd YM2610 OPNB @8 MHz, lspeaker Speaker, rspeaker Speaker";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;"memcard,cartridge";"Shooter / Flying Vertical";Shooter;"Sky Adventure";English;-;YES;YES;NO;YES;YES;NO;YES;YES;YES;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=ks3qYfp404s";-;0;NO;NO;YES;YES;English;"50 to 60 (Not Good Enough)";-;"29049;29050";YES;"Ghost Pilots";
ghostsqu;"Ghost Squad (Rev A) (GDX-0012A)";"2004";Sega;YES;chihiro;NO;-;-;YES;NO;NO;chihiro;NO;YES;YES;NO;sega/chihiro.cpp;"Mame 0.130u1";"2009-03-19";"Mame 0.254";"2023-04-27";2;6;2;0;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Intel Pentium III,AM9517A,Toshiba TMP90PH44,Hitachi SH-4 (little),Microchip PIC16C622";"maincpu Intel Pentium III @733.333333 MHz, pci:01.0:dma8237_2 AM9517A @4.772727 MHz, pci:01.0:dma8237_1 AM9517A @4.772727 MHz, 837_13551:iomcu Toshiba TMP90PH44 @10 MHz, rom_board:dimmcpu Hitachi SH-4 (little) @200 MHz, rom_board:pic Microchip PIC16C622 @20 MHz";CD/DA;"rom_board:pci:01.0:ide:0:gdrom:cdda CD/DA @0.441 MHz";PRELIMINARY;PRELIMINARY;GOOD;PRELIMINARY;GOOD;GOOD;GOOD;GOOD;cdrom;"Shooter / Gun";Shooter;"Ghost Squad";English;-;YES;YES;YES;NO;YES;YES;YES;YES;YES;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Ghost Squad";
ghostlop;"Ghostlop (prototype)";"1996";"Data East Corporation";YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO;YES;NO;YES;neogeo/neogeo.cpp;"Mame 0.81u4";"2004-04-08";"Mame 0.254";"2023-04-27";2;4;2;2;1;RASTER;"0";HORIZONTAL;320;224;59.185606;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Zilog Z80";"maincpu Motorola MC68000 @12 MHz, audiocpu Zilog Z80 @4 MHz";"YM2610 OPNB,Speaker";"ymsnd YM2610 OPNB @8 MHz, lspeaker Speaker, rspeaker Speaker";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;"memcard,cartridge";"Puzzle / Toss";Puzzle;-;English;-;YES;YES;NO;YES;YES;NO;YES;YES;YES;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=SUnNsGPFTd0";-;0;NO;NO;NO;NO;English;"80 to 90 (Very Good)";-;"29049;29050";YES;Ghostlop;
gmgalax;"Ghostmuncher Galaxian (bootleg)";"1981";bootleg;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;galaxian/galaxian.cpp;"Mame 0.63";"2003-01-12";"Mame 0.254";"2023-04-27";2;1;2;1;1;RASTER;"90";VERTICAL;768;224;60.606061;"joystick (4-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @3.72 MHz";"Speaker,Discrete Sound";"speaker Speaker, cust:discrete Discrete Sound";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"MultiGame / Compilation";MultiGame;-;English;-;YES;YES;NO;YES;NO;YES;YES;NO;NO;NO;NO;NO;YES;"2P alt";https://archive.org/details/arcade_gmgalax;"https://www.youtube.com/watch?v=NBC4BIsy7ZA";-;0;NO;NO;NO;NO;English;"30 to 40 (Amendable)";"1981";-;NO;"Ghostmuncher Galaxian";
gng;"Ghosts'n Goblins (World? set 1)";"1985";Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;capcom/gng.cpp;"Mame 0.22";"1997-05-25";"Mame 0.254";"2023-04-27";2;2;2;1;1;RASTER;"0";HORIZONTAL;256;224;59.637405;"joystick (8-way)";"CRT 15kHz";"Motorola MC6809,Zilog Z80";"maincpu Motorola MC6809 @6 MHz, audiocpu Zilog Z80 @3 MHz";"Speaker,YM2203 OPN";"mono Speaker, ym1 YM2203 OPN @1.5 MHz, ym2 YM2203 OPN @1.5 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Platform / Fighter Scrolling";Platform;"Ghosts'n Goblins";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;"https://www.youtube.com/watch?v=saFlrbFpY1E";-;100;NO;NO;YES;NO;English;"90 to 100 (Best Games)";"1985";"29043;29031";NO;"Ghosts'n Goblins";
ghlpanic;"Ghoul Panic (World, OB2/VER.A)";"1999";"Eighting / Raizing / Namco";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos12.cpp";"Mame 0.102u5";"2005-12-22";"Mame 0.254";"2023-04-27";2;1;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;lightgun;"CRT 31kHz";"Hitachi H8/3002,Sony CXD8661R";"sub Hitachi H8/3002 @16.9344 MHz, maincpu Sony CXD8661R @100 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Shooter / Gun";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=6dW4TtZVg8U";-;0;NO;NO;NO;NO;English;"60 to 70 (Passable)";"1999";-;NO;"Ghoul Panic";
mt_gng;"Ghouls'n Ghosts (Mega-Tech)";"1989";"Capcom / Sega";YES;megatech;NO;-;-;YES;NO;NO;megatech;NO;YES;NO;NO;sega/megatech.cpp;"Mame 0.71u2";"2003-07-12";"Mame 0.254";"2023-04-27";2;3;4;2;2;RASTER;"0";HORIZONTAL;256;224;59.922738;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Zilog Z80";"maincpu Motorola MC68000 @7.670453 MHz, genesis_snd_z80 Zilog Z80 @3.579545 MHz, mtbios Zilog Z80 @3.57954 MHz";"Sega 315-5313 Megadrive VDP,Sega VDP PSG,Speaker,YM2612 OPN2,Sega 315-5246 SMS2 VDP";"gen_vdp Sega 315-5313 Megadrive VDP @53.693175 MHz, gen_vdp:snsnd Sega VDP PSG @3.579545 MHz, lspeaker Speaker, rspeaker Speaker, ymsnd YM2612 OPN2 @7.670453 MHz, vdp1 Sega 315-5246 SMS2 VDP @10.73862 MHz, vdp1:snsnd Sega VDP PSG @3.57954 MHz";PRELIMINARY;PRELIMINARY;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;cartridge;"Platform / Fighter Scrolling";Platform;"Ghosts'n Goblins";English;-;YES;YES;NO;YES;YES;NO;YES;YES;YES;NO;NO;NO;YES;???;-;"https://www.youtube.com/watch?v=V0qHJTwie8s";"https://www.youtube.com/watch?v=xUFhDavNMcs";0;NO;NO;NO;NO;English;-;-;-;NO;"Ghouls'n Ghosts";
